homboka,-tse,recover
homboka,-tse,speak
honda,-nze,beat
hondagura,-ye,"knock,smash"
honga,-nze,"wilt,change,expression"
honga,-nze,bribe
hongerera,-ye,atone
honoka,-tse,survive
hora,-ye,avenge
hora,-ze,"quiet,stop crying"
hora,-ze,"always,continually"
hora,-ze,"cold,cool"
horera,-ye,"sound,rain"
horera,-ye,"avenge,avenge a death"
horota,-se,"lose,lose weight"
hosha,-sheje,"stop,prevent,quell"
hotora,-ye,"twist,wring"
hoza,-jeje,"receive,receive rent,receive fare"
hoza,-jeje,stop
hoza,-jeje,cool
hubuka,-tse,rush
hubuka,-tse,"fall,crowd"
huga,-ze,"busy,occupied,distracted"
hugira,-ye,"busy,occupied"
huguka,-tse,"unoccupied,free"
huguka,-tse,"intelligent,skilled,capable"
hugura,-ye,"arouse,inform,urge,correct"
hugurwa,-we,"aroused,informed"
huguza,-je,"seize,seize property"
huha,-shye,"blow,blew"
huhwa,-shywe,"light,weight"
huma,-mye,howl
huma,-mye,blind
humagurika,-tse,blind
humana,-nye,"defiled,taboo,disease"
humanuka,-tse,clean
humanura,-ye,clean
humanya,-nije,"unclean,defile"
humbya,-mbije,blink
humeka,-tse,breathe
humekwa,-tswe,inspired
humiriza,-je,"close,close one's eyes"
humuka,-tse,"regain,regain sight"
humura,-ye,"restore,sight"
humura,-ye,smell
humuriza,-je,"comfort,console,encourage"
humurizwa,-jwe,"comforted,consoled,quietened"
humuza,-je,"flavour,smell,taste"
humuza,-je,"concluded,ended"
hundagaza,-je,"fill completely,cover,give abundantly"
hunga,-nze,"exiled,flee"
hungabana,-nye,"troubled,disturbed,traumatised"
hungabanya,-nije,"bother,annoy,irk,trouble"
hungira,-ye,"exiled,flee"
hunguka,-tse,"return,repatriated,return from exile"
hungura,-ye,"remove corn from the cob"
hungura,-ye,"marry,marry brother's widow"
hunika,-tse,"store,granary"
hunikira,-ye,"nod off,doze"
hunikira,-ye,"tired,dozy"
hunyiza,-je,"nod off,doze"
"hunza amaso",-nje,"look,straight,eye"
hura,-ye,"meet,met"
hurira,-ye,"meet at,meet"
hurura,-ye,"against,run,charge,rescue"
huta,-se,"quicken,speed up,hasten"
hutaza,-je,"hustle,shove"
huza,-jije,"bring together,mediate,associate,connect"
hwana,-nye,"equal,equivalent,match,unified"
hwema,-mye,"cease,weary,rest,relax"
iba,-bye,steal
ibagirwa,-we,forget
ibana,-nye,"live,live alone"
ibanda,-nze,concentrate
ibeshya,-shye,"err,mistake,make a mistake"
ibira,-ze,submerge
ibiza,-je,dip
ibohora,-ye,"release,liberate,free"
ibombarika,-tse,careful
ibona,-nye,proud
ibuka,-tse,"remember,recall"
iburanya,-nije,"question,reason"
iburungushura,-ye,roll
ibutsa,-kije,remind
ibwira,-ye,"think,think about"
ica,-she,"kill,pick"
icara,-ye,sit
icira,-ye,"kill,kill for"
icisha,-shije,kill
icuma,-mye,"go,move"
icunda,-nze,swing
icuza,-jije,"repent,confess"
icwa,-shwe,killed
idagadura,-ye,"enjoy,fun"
ifasha,-shije,"help oneself"
ifashisha,-shije,"help oneself,use"
ifata,-she,abstain
ifubika,-tse,"cover,wrap"
ifuriza,-je,wish
ifuza,-je,"wish,desire"
ifuzwa,-jwe,desired
iga,-ze,"study,learn"
igana,-nye,"fake,counterfeit,simulate,imitate"
igana,-nye,"study,imitate"
iganyira,-ye,"worry,anxious,worried"
igaragambya,-mbye,"riot,demonstrate"
igaragura,-ye,thrash
igaya,-ye,ashamed
igendera,-ye,"go,go by oneself"
igenga,-nze,independent
igera,-ze,"have,try,have ever,try on clothes"
igerezaho,-jeho,"risky,difficult,dare"
igimba,-mbye,confront
igira,-ye,"learn from,study at"
igira,-ye,"self sufficient"
igisha,-shije,teach
igishwa,-shijwe,taught
igomwa,-mwe,"give,sacrifice,fast"
igoronzora,-ye,writhe
igorora,-ye,reconcile
igunga,-nze,withdraw
iha,-haye,"give oneself"
ihagarika,-tse,toilet
ihana,-nnye,"repent,confess"
ihanangiriza,-je,"warn,threaten"
ihandagaza,-je,"apparent,obvious"
ihangana,-nye,"patient,endure"
iharira,-ye,"special,purpose,share"
ihata,-se,"make effort"
iheba,-bye,despair
iherera,-ye,alone
ihorera,-ye,"silent,leave,alone"
ihugura,-ye,"find,learn,discover,informed"
ihuta,-se,"hurry,go quickly"
ijima,-mye,dark
ijujuta,-se,"murmur,discontent"
ijuta,-se,"full,satisfied"
ijyana,-nye,"go alone"
ika,-tse,"sink,fall,drop"
ikanga,-nze,startled
ikanyiza,-je,"selfish,stingy"
ikira,-ze,"board,board a ship"
ikiriza,-je,"reply,answer,respond,confirm"
ikokora,-ye,"give everything,give"
ikora,-ze,"do oneself"
ikorera,-ye,carry
"ikubita imbere",-se,fall
ikubura,-ye,withdraw
ikunda,-nze,"love,selfish"
ima,-mye,"withhold,refuse,enthroned"
ima,-mye,copulate
imana,-nye,"withhold,refuse,protect"
imenya,-nye,"know,know oneself"
imuka,-tse,"move,change,change residence,relocate"
imura,-ye,"move,shift,postpone"
imya,-mije,copulate
imyira,-riye,"blow one's nose"
"inangira umutima",-ye,harden
inezeza,nejeje,"please,enjoy,please oneself,enjoy oneself"
inginga,-nze,"beg,beseech,plead"
injira,-ye,enter
injiza,-je,"import,insert,put into,pierce"
inuba,-bye,"complain,grumble"
inyagambura,-ye,move
ira,-je,"change,evening"
irabura,-ye,"black,mourn"
irata,-se,boast
iregura,-ye,defend
irenga,-nze,"overcome,overcome weakness"
irengagiza,-je,"neglect,overlook,procrastinate"
irengera,-ye,"responsibility,carry,take responsibility"
irengera,-ye,"survive,do something to survive"
irengera,-ye,"go up,ascend"
irenza,-nje,throw
irimbisha,-shije,"wash,comb"
irinda,-nze,"beware,careful"
iringira,-ye,"trust,rely,hope,expect"
irirwa,-we,spend
iriza,-je,spend
iriza,-jije,cry
iroha,-shye,"rush,push"
iruka,-tse,run
irukana,-nye,"chase,run"
irukanka,-nse,run
iryagagura,-ye,"feign shyness"
isegura,-ye,"excuse,apologize,excuse oneself"
isegura,-ye,"lie,lie on pillow"
ishima,-mye,scratch
ishima,-mye,"happy,glad"
ishingana,-nye,"insure,insured"
ishisha,-she,"fear,mistrust"
ishyanura,-ye,"show off"
ishyura,-ye,"pay,repay,debt"
ishyurwa,-we,"paid,repaid"
isomera,-ye,read
isukura,-ye,"wash,cleanse,purify"
isumbura,-ye,higher
isuzuma,-mye,"examine,examine oneself"
iswera,-ye,masturbate
ita,-se,"call,name"
ita,-taye,"pay,attend,pay attention"
itaba,-bye,"answer,respond"
itanga,-nze,"give,surrender,give oneself,surrender oneself"
itarura,-ye,"separate,distance,separate oneself,distance oneself"
itega,-ze,wait
itegereza,-je,"look,study"
itegura,-ye,"prepare,prepare oneself"
itema,-mye,"cut,cut oneself"
itonda,-nze,"careful,cautious,softly spoken,gentle"
itondera,-ye,"observe,obey,keep,pay,attention"
itonganya,-nije,"fuss,complain,blame,blame oneself"
itotomba,-mbye,complain
itoza,-je,"exercise,practise"
itsa,-kije,"sink,pause,break"
itsamura,-ye,sneeze
ituga,-ze,strength
ituma,-mye,"toilet,relieve,relieve oneself"
ituma,-mye,"determined,intent,resolve"
itura,-ye,"repay,put"
itwa,-swe,"called,named"
itwararika,-tse,concerned
ivovota,-se,complain
ivumbagatanya,-nyije,"revolt,riot"
ivumbura,-ye,"upset,leave"
iyahura,-ye,"commit suicide,suicide"
iyaka,-tse,deprive
iyama,-mye,"rebuke,warn"
iyamamaza,-je,"advertise,campaign,advertise oneself"
iyandarika,-tse,"careless,personal,appearance"
iyandikisha,-shije,"register,register oneself"
iyemera,-ye,"accept oneself,self-confidence"
iyenza,-njeje,"provocative,tease"
iyereka,-tse,parade
iyereka,-tse,"show,exercise,gym,show oneself"
iyerurutsa,-kije,pretend
iyibuka,-tse,"remember,remember oneself"
iyica,-she,"kill,suicide"
iyigisha,-shije,"teach oneself"
iyiriza,-je,spend
"iyiriza ubusa",-je,fast
iyita,-se,"call oneself"
iyoberanya,-nyije,disguise
iyorosa,-she,"cover,cover oneself"
iyoza,-geje,"clean,clean oneself"
iyubaha,-shye,"respect,respect oneself"
iyubaka,-tse,"build,build oneself"
iyuhagira,-ye,"wash,shower"
iyumvira,-riye,"think,thought"
iyunga,-nze,"reconcile,unite,join"
izanira,-ye,"bring,bring for oneself"
izera,-ye,"hope,believe,faith"
izihiza,-je,"celebrate,rejoice"
jabika,-tse,"dip,dip in water"
jajwa,-jwe,gossip
jarajara,-ye,"go,go from place to place"
jegajega,-ze,"shake,move"
jiginywa,-nywe,jealous
jijuka,-tse,"informed,knowledgeable"
jijura,-ye,"instruct,enlighten"
jijwa,-jwe,"know,ignorant"
jora,-ye,"criticize,fault,censure"
jugunya,-nye,"throw,discard"
jujubya,-bije,"attack,conquer,pester"
jurira,-ye,appeal
jya,-giye,"go,continually,went"
jyana,-nye,"go,take,go together"
kabya,-bije,"exaggerate,too much"
kama,-mye,"milk,dry,bleeding"
kambakamba,-mbye,crawl
kamura,-ye,"wring,squeeze,juice"
kamwa,-mwe,milked
kanda,-nze,click
kandagira,-ye,tread
kanga,-nze,threaten
kanga,-nze,"startle,frighten"
kangara,-ye,"warn,threaten"
kangarana,-nye,"seized,terror"
kangisha,-shije,"threaten,intimidate"
kanguka,-tse,awake
kangura,-ye,awaken
kangurwa,-we,awoken
kankamira,-ye,scold
kanura,-ye,"open one's eyes"
karaba,-bye,wash
karama,-mye,"ready,attack,ready to attack"
karanga,-nze,fry
kata,-se,"cut,turn,sex"
kataza,-je,"hurry,go quickly"
kayuka,-tse,"lose,flavour,bland"
kaza,-jeje,tighten
keba,-bye,"circumcise,cut"
kebaguza,-je,look
kebera,NULL,cut
kebwa,-bwe,circumsized
keka,-tse,"suspect,suppose,think"
kemura,-ye,"mow,shear,cut,resolve,settle"
kemwa,-mwe,tempted
kena,-nnye,"poor,needy"
keneka,-tse,"omit,neglect,leave out"
kenera,-ye,need
kenga,-nze,"mistrust,suspicions"
kenyera,-ye,"wrapped,waist"
kenyeza,-je,"wrap,belt"
kenyuka,-tse,"die young,die"
kera,NULL,saw
kerensa,-nshe,"understate,belittle"
kerereza,-je,late
kererwa,-rewe,late
kiganyire,NULL,worried
kikira,-ye,lap
kikiza,-je,surround
kina,NULL,play
kinana,-nye,"play,play with"
kinantura,-ye,"kill quickly"
kinda,-nze,rape
kinga,-nze,"close,shut,lock,intercept,block"
kingira,-ye,"vaccinate,protect,close"
